Name,Year,Source,Population,Square_Kilometres,Population_per_square_kilometre
Southwark,2010,ONS MYE,283777,28.9,9832.2
Southwark,2011,GLA Population Projections,289361,28.9,10025.7
Southwark,2012,GLA Population Projections,294174,28.9,10192.4
Southwark,2013,GLA Population Projections,299109,28.9,10363.4
Southwark,2014,GLA Population Projections,303182,28.9,10504.5
Southwark,2015,GLA Population Projections,309545,28.9,10725.0
Southwark,2016,GLA Population Projections,313867,28.9,10874.7
Southwark,2017,GLA Population Projections,317735,28.9,11008.8
Southwark,2018,GLA Population Projections,322302,28.9,11167.0
Southwark,2019,GLA Population Projections,327271,28.9,11339.2
Southwark,2020,GLA Population Projections,330290,28.9,11443.8
Southwark,2021,GLA Population Projections,332679,28.9,11526.5
Southwark,2022,GLA Population Projections,334826,28.9,11600.9
Southwark,2023,GLA Population Projections,336554,28.9,11660.8
Southwark,2024,GLA Population Projections,339444,28.9,11760.9
Southwark,2025,GLA Population Projections,343402,28.9,11898.1
Southwark,2026,GLA Population Projections,347513,28.9,12040.5
Southwark,2027,GLA Population Projections,351586,28.9,12181.6
Southwark,2028,GLA Population Projections,355518,28.9,12317.8
Southwark,2029,GLA Population Projections,359549,28.9,12457.5
Southwark,2030,GLA Population Projections,364761,28.9,12638.1
Southwark,2031,GLA Population Projections,369273,28.9,12794.4
Southwark,2032,GLA Population Projections,373384,28.9,12936.9
Southwark,2033,GLA Population Projections,377379,28.9,13075.3
Southwark,2034,GLA Population Projections,381360,28.9,13213.2
Southwark,2035,GLA Population Projections,384607,28.9,13325.7
Southwark,2036,GLA Population Projections,387283,28.9,13418.4
Southwark,2037,GLA Population Projections,389704,28.9,13502.3
Southwark,2038,GLA Population Projections,392108,28.9,13585.6
Southwark,2039,GLA Population Projections,394525,28.9,13669.3
Southwark,2040,GLA Population Projections,397608,28.9,13776.2
Southwark,2041,GLA Population Projections,400754,28.9,13885.2
Southwark,2042,GLA Population Projections,401720,28.9,13918.6
Southwark,2043,GLA Population Projections,402161,28.9,13933.9
Southwark,2044,GLA Population Projections,402769,28.9,13955.0
Southwark,2045,GLA Population Projections,403785,28.9,13990.2
Southwark,2046,GLA Population Projections,405156,28.9,14037.7
Southwark,2047,GLA Population Projections,406709,28.9,14091.5
Southwark,2048,GLA Population Projections,408340,28.9,14148.0
Southwark,2049,GLA Population Projections,410185,28.9,14211.9
Southwark,2050,GLA Population Projections,412254,28.9,14283.6
Sutton,1999,ONS MYE,179375,43.8,4090.9
Sutton,2000,ONS MYE,180485,43.8,4116.2
Sutton,2001,ONS MYE,181461,43.8,4138.5
Sutton,2002,ONS MYE,181265,43.8,4134.0
Sutton,2003,ONS MYE,181267,43.8,4134.1
Sutton,2004,ONS MYE,181094,43.8,4130.1
Sutton,2005,ONS MYE,182103,43.8,4153.1
Sutton,2006,ONS MYE,182882,43.8,4170.9
Sutton,2007,ONS MYE,184174,43.8,4200.4
Sutton,2008,ONS MYE,185860,43.8,4238.8
Sutton,2009,ONS MYE,188167,43.8,4291.4
Sutton,2010,ONS MYE,189321,43.8,4317.8
Sutton,2011,GLA Population Projections,191515,43.8,4367.8
Sutton,2012,GLA Population Projections,194022,43.8,4425.0
Sutton,2013,GLA Population Projections,196306,43.8,4477.1
Sutton,2014,GLA Population Projections,198526,43.8,4527.7
Sutton,2015,GLA Population Projections,200537,43.8,4573.6
Sutton,2016,GLA Population Projections,202612,43.8,4620.9
Sutton,2017,GLA Population Projections,204933,43.8,4673.8
Sutton,2018,GLA Population Projections,207378,43.8,4729.6
Sutton,2019,GLA Population Projections,209666,43.8,4781.8
Sutton,2020,GLA Population Projections,211297,43.8,4819.0
Sutton,2021,GLA Population Projections,213340,43.8,4865.6
Sutton,2022,GLA Population Projections,215228,43.8,4908.6
Sutton,2023,GLA Population Projections,216865,43.8,4946.0
Sutton,2024,GLA Population Projections,218218,43.8,4976.8
Sutton,2025,GLA Population Projections,219275,43.8,5000.9
Sutton,2026,GLA Population Projections,220135,43.8,5020.5
Sutton,2027,GLA Population Projections,220784,43.8,5035.3
Sutton,2028,GLA Population Projections,221171,43.8,5044.2
Sutton,2029,GLA Population Projections,221345,43.8,5048.1
Sutton,2030,GLA Population Projections,222186,43.8,5067.3
Sutton,2031,GLA Population Projections,223323,43.8,5093.2
Sutton,2032,GLA Population Projections,224593,43.8,5122.2
Sutton,2033,GLA Population Projections,225874,43.8,5151.4
Sutton,2034,GLA Population Projections,227094,43.8,5179.2
Sutton,2035,GLA Population Projections,228729,43.8,5216.5
Sutton,2036,GLA Population Projections,230509,43.8,5257.1
Sutton,2037,GLA Population Projections,232315,43.8,5298.3
Sutton,2038,GLA Population Projections,234140,43.8,5339.9
Sutton,2039,GLA Population Projections,235945,43.8,5381.1
Sutton,2040,GLA Population Projections,237601,43.8,5418.9
Sutton,2041,GLA Population Projections,239147,43.8,5454.1
Sutton,2042,GLA Population Projections,240823,43.8,5492.4
Sutton,2043,GLA Population Projections,241057,43.8,5497.7
Sutton,2044,GLA Population Projections,241235,43.8,5501.7
Sutton,2045,GLA Population Projections,241426,43.8,5506.1
Sutton,2046,GLA Population Projections,241625,43.8,5510.6
Sutton,2047,GLA Population Projections,241760,43.8,5513.7
Sutton,2048,GLA Population Projections,241862,43.8,5516.0
Sutton,2049,GLA Population Projections,242035,43.8,5520.0
Sutton,2050,GLA Population Projections,242239,43.8,5524.6
Tower Hamlets,1999,ONS MYE,193507,19.8,9782.3
Tower Hamlets,2000,ONS MYE,197133,19.8,9965.6
Tower Hamlets,2001,ONS MYE,201090,19.8,10165.7
Tower Hamlets,2002,ONS MYE,207031,19.8,10466.0
Tower Hamlets,2003,ONS MYE,208651,19.8,10547.9
Tower Hamlets,2004,ONS MYE,211154,19.8,10674.4
Tower Hamlets,2005,ONS MYE,213382,19.8,10787.1
Tower Hamlets,2006,ONS MYE,218400,19.8,11040.7
Tower Hamlets,2007,ONS MYE,225251,19.8,11387.1
Tower Hamlets,2008,ONS MYE,231893,19.8,11722.9
Tower Hamlets,2009,ONS MYE,240495,19.8,12157.7
Tower Hamlets,2010,ONS MYE,248520,19.8,12563.4
Tower Hamlets,2011,GLA Population Projections,256685,19.8,12976.2
Tower Hamlets,2012,GLA Population Projections,263676,19.8,13329.6
Tower Hamlets,2013,GLA Population Projections,273563,19.8,13829.4
Tower Hamlets,2014,GLA Population Projections,284688,19.8,14391.8
Tower Hamlets,2015,GLA Population Projections,295909,19.8,14959.0
Tower Hamlets,2016,GLA Population Projections,305527,19.8,15445.3
Tower Hamlets,2017,GLA Population Projections,311044,19.8,15724.2
Tower Hamlets,2018,GLA Population Projections,317203,19.8,16035.5
Tower Hamlets,2019,GLA Population Projections,323696,19.8,16363.8
Tower Hamlets,2020,GLA Population Projections,328043,19.8,16583.5
Tower Hamlets,2021,GLA Population Projections,331620,19.8,16764.3
Tower Hamlets,2022,GLA Population Projections,334834,19.8,16926.8
Tower Hamlets,2023,GLA Population Projections,341358,19.8,17256.6
Tower Hamlets,2024,GLA Population Projections,348363,19.8,17610.7
Tower Hamlets,2025,GLA Population Projections,353945,19.8,17892.9
Tower Hamlets,2026,GLA Population Projections,359598,19.8,18178.7
Tower Hamlets,2027,GLA Population Projections,365178,19.8,18460.8
Tower Hamlets,2028,GLA Population Projections,370711,19.8,18740.5
Tower Hamlets,2029,GLA Population Projections,376331,19.8,19024.6
Tower Hamlets,2030,GLA Population Projections,380598,19.8,19240.3
Tower Hamlets,2031,GLA Population Projections,384124,19.8,19418.6
Tower Hamlets,2032,GLA Population Projections,387136,19.8,19570.8
Tower Hamlets,2033,GLA Population Projections,390101,19.8,19720.7
Tower Hamlets,2034,GLA Population Projections,393062,19.8,19870.4
Tower Hamlets,2035,GLA Population Projections,394528,19.8,19944.5
Tower Hamlets,2036,GLA Population Projections,395348,19.8,19986.0
Tower Hamlets,2037,GLA Population Projections,395887,19.8,20013.2
Tower Hamlets,2038,GLA Population Projections,396714,19.8,20055.0
Tower Hamlets,2039,GLA Population Projections,397695,19.8,20104.6
Tower Hamlets,2040,GLA Population Projections,398590,19.8,20149.9
Tower Hamlets,2041,GLA Population Projections,400382,19.8,20240.5
Tower Hamlets,2042,GLA Population Projections,401943,19.8,20319.4
Tower Hamlets,2043,GLA Population Projections,403867,19.8,20416.6
Tower Hamlets,2044,GLA Population Projections,406000,19.8,20524.5
Tower Hamlets,2045,GLA Population Projections,408311,19.8,20641.3
Tower Hamlets,2046,GLA Population Projections,410800,19.8,20767.1
Tower Hamlets,2047,GLA Population Projections,413326,19.8,20894.8
Tower Hamlets,2048,GLA Population Projections,415811,19.8,21020.4
Tower Hamlets,2049,GLA Population Projections,418425,19.8,21152.6
Tower Hamlets,2050,GLA Population Projections,421229,19.8,21294.3
Waltham Forest,1999,ONS MYE,221057,38.8,5696.2
Waltham Forest,2000,ONS MYE,221296,38.8,5702.3
Waltham Forest,2001,ONS MYE,222015,38.8,5720.9
Waltham Forest,2002,ONS MYE,223776,38.8,5766.2
Waltham Forest,2003,ONS MYE,224115,38.8,5775.0
Waltham Forest,2004,ONS MYE,225002,38.8,5797.8
Waltham Forest,2005,ONS MYE,226747,38.8,5842.8
Waltham Forest,2006,ONS MYE,230731,38.8,5945.5
Waltham Forest,2007,ONS MYE,235665,38.8,6072.6
Waltham Forest,2008,ONS MYE,242098,38.8,6238.4
Waltham Forest,2009,ONS MYE,248140,38.8,6394.0
Waltham Forest,2010,ONS MYE,254009,38.8,6545.3
Waltham Forest,2011,GLA Population Projections,260397,38.8,6709.9
Waltham Forest,2012,GLA Population Projections,263221,38.8,6782.7
Waltham Forest,2013,GLA Population Projections,266452,38.8,6865.9
Waltham Forest,2014,GLA Population Projections,268675,38.8,6923.2
Waltham Forest,2015,GLA Population Projections,271825,38.8,7004.4
Waltham Forest,2016,GLA Population Projections,276498,38.8,7124.8
Waltham Forest,2017,GLA Population Projections,280050,38.8,7216.3
Waltham Forest,2018,GLA Population Projections,283524,38.8,7305.8
Waltham Forest,2019,GLA Population Projections,286776,38.8,7389.6
Waltham Forest,2020,GLA Population Projections,290024,38.8,7473.3
Waltham Forest,2021,GLA Population Projections,292788,38.8,7544.5
Waltham Forest,2022,GLA Population Projections,295311,38.8,7609.5
Waltham Forest,2023,GLA Population Projections,297439,38.8,7664.4
Waltham Forest,2024,GLA Population Projections,299105,38.8,7707.3
Waltham Forest,2025,GLA Population Projections,300284,38.8,7737.7
Waltham Forest,2026,GLA Population Projections,301241,38.8,7762.4
Waltham Forest,2027,GLA Population Projections,301937,38.8,7780.3
Waltham Forest,2028,GLA Population Projections,302286,38.8,7789.3
Waltham Forest,2029,GLA Population Projections,302357,38.8,7791.1
Waltham Forest,2030,GLA Population Projections,303516,38.8,7821.0
Waltham Forest,2031,GLA Population Projections,305166,38.8,7863.5
Waltham Forest,2032,GLA Population Projections,306995,38.8,7910.6
Waltham Forest,2033,GLA Population Projections,308846,38.8,7958.3
Waltham Forest,2034,GLA Population Projections,310649,38.8,8004.8
Waltham Forest,2035,GLA Population Projections,313090,38.8,8067.7
Waltham Forest,2036,GLA Population Projections,315746,38.8,8136.1
Waltham Forest,2037,GLA Population Projections,318428,38.8,8205.2
Waltham Forest,2038,GLA Population Projections,321091,38.8,8273.8
Waltham Forest,2039,GLA Population Projections,323687,38.8,8340.7
Waltham Forest,2040,GLA Population Projections,326016,38.8,8400.8
Waltham Forest,2041,GLA Population Projections,328148,38.8,8455.7
Waltham Forest,2042,GLA Population Projections,330884,38.8,8526.2
Waltham Forest,2043,GLA Population Projections,333801,38.8,8601.4
Waltham Forest,2044,GLA Population Projections,336813,38.8,8679.0
Waltham Forest,2045,GLA Population Projections,339912,38.8,8758.8
Waltham Forest,2046,GLA Population Projections,343104,38.8,8841.1
Waltham Forest,2047,GLA Population Projections,346284,38.8,8923.0
Waltham Forest,2048,GLA Population Projections,349398,38.8,9003.3
Waltham Forest,2049,GLA Population Projections,352579,38.8,9085.2
Waltham Forest,2050,GLA Population Projections,353239,38.8,9102.2
Wandsworth,1999,ONS MYE,264220,34.3,7711.3
Wandsworth,2000,ONS MYE,267695,34.3,7812.7
Wandsworth,2001,ONS MYE,271742,34.3,7930.8
Wandsworth,2002,ONS MYE,274917,34.3,8023.5
Wandsworth,2003,ONS MYE,276828,34.3,8079.2
Wandsworth,2004,ONS MYE,278615,34.3,8131.4
Wandsworth,2005,ONS MYE,283229,34.3,8266.0
Wandsworth,2006,ONS MYE,287538,34.3,8391.8
Wandsworth,2007,ONS MYE,291440,34.3,8505.7
Wandsworth,2008,ONS MYE,294305,34.3,8589.3
Wandsworth,2009,ONS MYE,299347,34.3,8736.4
Wandsworth,2010,ONS MYE,302620,34.3,8832.0
Wandsworth,2011,GLA Population Projections,308300,34.3,8997.7
Wandsworth,2012,GLA Population Projections,308902,34.3,9015.3
Wandsworth,2013,GLA Population Projections,311106,34.3,9079.6
Wandsworth,2014,GLA Population Projections,312735,34.3,9127.2
Wandsworth,2015,GLA Population Projections,315134,34.3,9197.2
Wandsworth,2016,GLA Population Projections,316686,34.3,9242.5
Wandsworth,2017,GLA Population Projections,319731,34.3,9331.4
Wandsworth,2018,GLA Population Projections,324400,34.3,9467.6
Wandsworth,2019,GLA Population Projections,328828,34.3,9596.8
Wandsworth,2020,GLA Population Projections,332731,34.3,9710.8
Wandsworth,2021,GLA Population Projections,337783,34.3,9858.2
Wandsworth,2022,GLA Population Projections,343147,34.3,10014.7
Wandsworth,2023,GLA Population Projections,348272,34.3,10164.3
Wandsworth,2024,GLA Population Projections,353279,34.3,10310.4
Wandsworth,2025,GLA Population Projections,357242,34.3,10426.1
Wandsworth,2026,GLA Population Projections,361424,34.3,10548.2
Wandsworth,2027,GLA Population Projections,365513,34.3,10667.5
Wandsworth,2028,GLA Population Projections,369457,34.3,10782.6
Wandsworth,2029,GLA Population Projections,373443,34.3,10898.9
Wandsworth,2030,GLA Population Projections,377297,34.3,11011.4
Wandsworth,2031,GLA Population Projections,380479,34.3,11104.3
Wandsworth,2032,GLA Population Projections,383228,34.3,11184.5
Wandsworth,2033,GLA Population Projections,385749,34.3,11258.1
Wandsworth,2034,GLA Population Projections,388190,34.3,11329.3
Wandsworth,2035,GLA Population Projections,390893,34.3,11408.2
Wandsworth,2036,GLA Population Projections,393046,34.3,11471.0
Wandsworth,2037,GLA Population Projections,394943,34.3,11526.4
Wandsworth,2038,GLA Population Projections,396770,34.3,11579.7
Wandsworth,2039,GLA Population Projections,398541,34.3,11631.4
Wandsworth,2040,GLA Population Projections,400021,34.3,11674.6
Wandsworth,2041,GLA Population Projections,401574,34.3,11719.9
Wandsworth,2042,GLA Population Projections,402563,34.3,11748.8
Wandsworth,2043,GLA Population Projections,403016,34.3,11762.0
Wandsworth,2044,GLA Population Projections,403368,34.3,11772.3
Wandsworth,2045,GLA Population Projections,403720,34.3,11782.6
Wandsworth,2046,GLA Population Projections,404091,34.3,11793.4
Wandsworth,2047,GLA Population Projections,404340,34.3,11800.7
Wandsworth,2048,GLA Population Projections,404511,34.3,11805.7
Wandsworth,2049,GLA Population Projections,404842,34.3,11815.3
Wandsworth,2050,GLA Population Projections,405231,34.3,11826.7
Westminster,1999,ONS MYE,189233,21.5,8806.9
Westminster,2000,ONS MYE,196478,21.5,9144.0
Westminster,2001,ONS MYE,203329,21.5,9462.9
Westminster,2002,ONS MYE,208100,21.5,9684.9
Westminster,2003,ONS MYE,211009,21.5,9820.3
Westminster,2004,ONS MYE,214557,21.5,9985.4
Westminster,2005,ONS MYE,223132,21.5,10384.5
Westminster,2006,ONS MYE,222829,21.5,10370.4
Westminster,2007,ONS MYE,220619,21.5,10267.6
Westminster,2008,ONS MYE,218673,21.5,10177.0
Westminster,2009,ONS MYE,216980,21.5,10098.2
Westminster,2010,ONS MYE,217187,21.5,10107.8
Westminster,2011,GLA Population Projections,219582,21.5,10219.3
Westminster,2012,GLA Population Projections,223858,21.5,10418.3
Westminster,2013,GLA Population Projections,226841,21.5,10557.1
Westminster,2014,GLA Population Projections,233292,21.5,10857.4
Westminster,2015,GLA Population Projections,242299,21.5,11276.5
Westminster,2016,GLA Population Projections,247614,21.5,11523.9
Westminster,2017,GLA Population Projections,250049,21.5,11637.2
Westminster,2018,GLA Population Projections,254375,21.5,11838.6
Westminster,2019,GLA Population Projections,258511,21.5,12031.1
Westminster,2020,GLA Population Projections,259981,21.5,12099.5
Westminster,2021,GLA Population Projections,262317,21.5,12208.2
Westminster,2022,GLA Population Projections,264875,21.5,12327.2
Westminster,2023,GLA Population Projections,267274,21.5,12438.9
Westminster,2024,GLA Population Projections,269593,21.5,12546.8
Westminster,2025,GLA Population Projections,270541,21.5,12590.9
Westminster,2026,GLA Population Projections,271648,21.5,12642.4
Westminster,2027,GLA Population Projections,272691,21.5,12691.0
Westminster,2028,GLA Population Projections,273591,21.5,12732.9
Westminster,2029,GLA Population Projections,273689,21.5,12737.4
Westminster,2030,GLA Population Projections,274812,21.5,12789.7
Westminster,2031,GLA Population Projections,275466,21.5,12820.1
Westminster,2032,GLA Population Projections,275822,21.5,12836.7
Westminster,2033,GLA Population Projections,276176,21.5,12853.2
Westminster,2034,GLA Population Projections,276568,21.5,12871.4
Westminster,2035,GLA Population Projections,277692,21.5,12923.7
Westminster,2036,GLA Population Projections,279020,21.5,12985.5
Westminster,2037,GLA Population Projections,280411,21.5,13050.3
Westminster,2038,GLA Population Projections,281808,21.5,13115.3
Westminster,2039,GLA Population Projections,283163,21.5,13178.4
Westminster,2040,GLA Population Projections,284297,21.5,13231.1
Westminster,2041,GLA Population Projections,285280,21.5,13276.9
Westminster,2042,GLA Population Projections,286840,21.5,13349.5
Westminster,2043,GLA Population Projections,288539,21.5,13428.6
Westminster,2044,GLA Population Projections,290289,21.5,13510.0
Westminster,2045,GLA Population Projections,291439,21.5,13563.5
Westminster,2046,GLA Population Projections,291682,21.5,13574.8
Westminster,2047,GLA Population Projections,291839,21.5,13582.1
Westminster,2048,GLA Population Projections,291944,21.5,13587.0
Westminster,2049,GLA Population Projections,292153,21.5,13596.7
Westminster,2050,GLA Population Projections,292403,21.5,13608.4
Greater London,1999,ONS MYE,7153912,1572.1,4550.4
Greater London,2000,ONS MYE,7236712,1572.1,4603.1
Greater London,2001,ONS MYE,7322403,1572.1,4657.6
Greater London,2002,ONS MYE,7376671,1572.1,4692.1
Greater London,2003,ONS MYE,7394817,1572.1,4703.6
Greater London,2004,ONS MYE,7432730,1572.1,4727.8
Greater London,2005,ONS MYE,7519009,1572.1,4782.6
Greater London,2006,ONS MYE,7597825,1572.1,4832.8
Greater London,2007,ONS MYE,7693473,1572.1,4893.6
Greater London,2008,ONS MYE,7812161,1572.1,4969.1
Greater London,2009,ONS MYE,7942594,1572.1,5052.1
Greater London,2010,ONS MYE,8061495,1572.1,5127.7
Greater London,2011,GLA Population Projections,8217477,1572.1,5226.9
Greater London,2012,GLA Population Projections,8321037,1572.1,5292.8
Greater London,2013,GLA Population Projections,8428811,1572.1,5361.3
Greater London,2014,GLA Population Projections,8550557,1572.1,5438.8
Greater London,2015,GLA Population Projections,8685180,1572.1,5524.4
Greater London,2016,GLA Population Projections,8798959,1572.1,5596.8
Greater London,2017,GLA Population Projections,8904006,1572.1,5663.6
Greater London,2018,GLA Population Projections,9006352,1572.1,5728.7
Greater London,2019,GLA Population Projections,9106156,1572.1,5792.2
Greater London,2020,GLA Population Projections,9203329,1572.1,5854.0
Greater London,2021,GLA Population Projections,9298024,1572.1,5914.2
Greater London,2022,GLA Population Projections,9390071,1572.1,5972.8
Greater London,2023,GLA Population Projections,9479611,1572.1,6029.7
Greater London,2024,GLA Population Projections,9566482,1572.1,6085.0
Greater London,2025,GLA Population Projections,9650674,1572.1,6138.5
Greater London,2026,GLA Population Projections,9732428,1572.1,6190.5
Greater London,2027,GLA Population Projections,9811952,1572.1,6241.1
Greater London,2028,GLA Population Projections,9889687,1572.1,6290.6
Greater London,2029,GLA Population Projections,9965799,1572.1,6339.0
Greater London,2030,GLA Population Projections,10040424,1572.1,6386.4
Greater London,2031,GLA Population Projections,10113738,1572.1,6433.1
Greater London,2032,GLA Population Projections,10186039,1572.1,6479.1
Greater London,2033,GLA Population Projections,10257459,1572.1,6524.5
Greater London,2034,GLA Population Projections,10327806,1572.1,6569.2
Greater London,2035,GLA Population Projections,10396960,1572.1,6613.2
Greater London,2036,GLA Population Projections,10464784,1572.1,6656.4
Greater London,2037,GLA Population Projections,10531107,1572.1,6698.6
Greater London,2038,GLA Population Projections,10596115,1572.1,6739.9
Greater London,2039,GLA Population Projections,10659259,1572.1,6780.1
Greater London,2040,GLA Population Projections,10718733,1572.1,6817.9
Greater London,2041,GLA Population Projections,10776409,1572.1,6854.6
Greater London,2042,GLA Population Projections,10832266,1572.1,6890.1
Greater London,2043,GLA Population Projections,10886272,1572.1,6924.5
Greater London,2044,GLA Population Projections,10938316,1572.1,6957.6
Greater London,2045,GLA Population Projections,10988365,1572.1,6989.4
Greater London,2046,GLA Population Projections,11036382,1572.1,7019.9
Greater London,2047,GLA Population Projections,11082362,1572.1,7049.2
Greater London,2048,GLA Population Projections,11126313,1572.1,7077.1
Greater London,2049,GLA Population Projections,11168251,1572.1,7103.8
Greater London,2050,GLA Population Projections,11208247,1572.1,7129.3
Inner London,1999,ONS MYE,2750716,319.3,8615.0
Inner London,2000,ONS MYE,2804949,319.3,8784.9
Inner London,2001,ONS MYE,2859375,319.3,8955.3
Inner London,2002,ONS MYE,2890923,319.3,9054.2
Inner London,2003,ONS MYE,2898563,319.3,9078.1
Inner London,2004,ONS MYE,2915912,319.3,9132.4
Inner London,2005,ONS MYE,2957048,319.3,9261.3
Inner London,2006,ONS MYE,2989670,319.3,9363.4
Inner London,2007,ONS MYE,3030764,319.3,9492.1
Inner London,2008,ONS MYE,3078914,319.3,9642.9
Inner London,2009,ONS MYE,3134393,319.3,9816.7
Inner London,2010,ONS MYE,3179428,319.3,9957.7
Inner London,2011,GLA Population Projections,3247769,319.3,10171.8
Inner London,2012,GLA Population Projections,3291232,319.3,10307.9
Inner London,2013,GLA Population Projections,3341308,319.3,10464.7
Inner London,2014,GLA Population Projections,3401120,319.3,10652.0
Inner London,2015,GLA Population Projections,3477122,319.3,10890.1
Inner London,2016,GLA Population Projections,3534010,319.3,11068.3
Inner London,2017,GLA Population Projections,3575590,319.3,11198.5
Inner London,2018,GLA Population Projections,3624537,319.3,11351.8
Inner London,2019,GLA Population Projections,3673879,319.3,11506.3
Inner London,2020,GLA Population Projections,3710559,319.3,11621.2
Inner London,2021,GLA Population Projections,3746932,319.3,11735.1
Inner London,2022,GLA Population Projections,3781966,319.3,11844.8
Inner London,2023,GLA Population Projections,3816383,319.3,11952.6
Inner London,2024,GLA Population Projections,3848906,319.3,12054.5
Inner London,2025,GLA Population Projections,3885100,319.3,12167.8
Inner London,2026,GLA Population Projections,3920964,319.3,12280.2
Inner London,2027,GLA Population Projections,3955072,319.3,12387.0
Inner London,2028,GLA Population Projections,3986418,319.3,12485.2
Inner London,2029,GLA Population Projections,4015874,319.3,12577.4
Inner London,2030,GLA Population Projections,4049393,319.3,12682.4
Inner London,2031,GLA Population Projections,4082436,319.3,12785.9
Inner London,2032,GLA Population Projections,4114060,319.3,12884.9
Inner London,2033,GLA Population Projections,4144976,319.3,12981.8
Inner London,2034,GLA Population Projections,4175371,319.3,13077.0
Inner London,2035,GLA Population Projections,4204731,319.3,13168.9
Inner London,2036,GLA Population Projections,4232417,319.3,13255.6
Inner London,2037,GLA Population Projections,4258619,319.3,13337.7
Inner London,2038,GLA Population Projections,4284519,319.3,13418.8
Inner London,2039,GLA Population Projections,4309686,319.3,13497.6
Inner London,2040,GLA Population Projections,4333810,319.3,13573.2
Inner London,2041,GLA Population Projections,4357534,319.3,13647.5
Inner London,2042,GLA Population Projections,4380023,319.3,13717.9
Inner London,2043,GLA Population Projections,4401710,319.3,13785.8
Inner London,2044,GLA Population Projections,4422226,319.3,13850.1
Inner London,2045,GLA Population Projections,4442649,319.3,13914.0
Inner London,2046,GLA Population Projections,4463189,319.3,13978.4
Inner London,2047,GLA Population Projections,4483576,319.3,14042.2
Inner London,2048,GLA Population Projections,4503393,319.3,14104.3
Inner London,2049,GLA Population Projections,4520727,319.3,14158.6
Inner London,2050,GLA Population Projections,4536952,319.3,14209.4
Outer London,1999,ONS MYE,4403196,1254.2,3510.7
Outer London,2000,ONS MYE,4431763,1254.2,3533.4
Outer London,2001,ONS MYE,4463028,1254.2,3558.4
Outer London,2002,ONS MYE,4485748,1254.2,3576.5
Outer London,2003,ONS MYE,4496254,1254.2,3584.9
Outer London,2004,ONS MYE,4516818,1254.2,3601.3
Outer London,2005,ONS MYE,4561961,1254.2,3637.2
Outer London,2006,ONS MYE,4608155,1254.2,3674.1
Outer London,2007,ONS MYE,4662709,1254.2,3717.6
Outer London,2008,ONS MYE,4733247,1254.2,3773.8
Outer London,2009,ONS MYE,4808201,1254.2,3833.6
Outer London,2010,ONS MYE,4882067,1254.2,3892.5
Outer London,2011,GLA Population Projections,4969708,1254.2,3962.3
Outer London,2012,GLA Population Projections,5029805,1254.2,4010.3
Outer London,2013,GLA Population Projections,5087503,1254.2,4056.3
Outer London,2014,GLA Population Projections,5149437,1254.2,4105.6
Outer London,2015,GLA Population Projections,5208058,1254.2,4152.4
Outer London,2016,GLA Population Projections,5264949,1254.2,4197.7
Outer London,2017,GLA Population Projections,5328416,1254.2,4248.3
Outer London,2018,GLA Population Projections,5381815,1254.2,4290.9
Outer London,2019,GLA Population Projections,5432277,1254.2,4331.1
Outer London,2020,GLA Population Projections,5492770,1254.2,4379.4
Outer London,2021,GLA Population Projections,5551092,1254.2,4425.9
Outer London,2022,GLA Population Projections,5608105,1254.2,4471.3
Outer London,2023,GLA Population Projections,5663228,1254.2,4515.3
Outer London,2024,GLA Population Projections,5717576,1254.2,4558.6
Outer London,2025,GLA Population Projections,5765574,1254.2,4596.9
Outer London,2026,GLA Population Projections,5811464,1254.2,4633.5
Outer London,2027,GLA Population Projections,5856880,1254.2,4669.7
Outer London,2028,GLA Population Projections,5903269,1254.2,4706.7
Outer London,2029,GLA Population Projections,5949925,1254.2,4743.9
Outer London,2030,GLA Population Projections,5991031,1254.2,4776.6
Outer London,2031,GLA Population Projections,6031302,1254.2,4808.7
Outer London,2032,GLA Population Projections,6071979,1254.2,4841.2
Outer London,2033,GLA Population Projections,6112483,1254.2,4873.5
Outer London,2034,GLA Population Projections,6152435,1254.2,4905.3
Outer London,2035,GLA Population Projections,6192229,1254.2,4937.1
Outer London,2036,GLA Population Projections,6232367,1254.2,4969.1
Outer London,2037,GLA Population Projections,6272488,1254.2,5001.0
Outer London,2038,GLA Population Projections,6311596,1254.2,5032.2
Outer London,2039,GLA Population Projections,6349573,1254.2,5062.5
Outer London,2040,GLA Population Projections,6384923,1254.2,5090.7
Outer London,2041,GLA Population Projections,6418875,1254.2,5117.8
Outer London,2042,GLA Population Projections,6452243,1254.2,5144.4
Outer London,2043,GLA Population Projections,6484562,1254.2,5170.1
Outer London,2044,GLA Population Projections,6516090,1254.2,5195.3
Outer London,2045,GLA Population Projections,6545716,1254.2,5218.9
Outer London,2046,GLA Population Projections,6573193,1254.2,5240.8
Outer London,2047,GLA Population Projections,6598786,1254.2,5261.2
Outer London,2048,GLA Population Projections,6622920,1254.2,5280.4
Outer London,2049,GLA Population Projections,6647524,1254.2,5300.1
Outer London,2050,GLA Population Projections,6671295,1254.2,5319.0
